timestamp,userId,pauseTime,scrollSpeed,reReadCount,attentionScore,fatigueScore,label
1775218319968,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218379960,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218439971,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218499960,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218559955,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218620034,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218679969,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218739967,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218799967,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218859915,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218919948,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775218979971,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775219039961,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775219099973,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775219159980,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
1775219220023,guest-1b8b33fa-6fb2-4de0-bfa1-050ea413dbd4,60,16.001,0,0.159,1,1
