timestamp,userId,pauseTime,scrollSpeed,reReadCount,attentionScore,fatigueScore,label
1775208077319,user0,56.336,268.582,1,0.89,0.448,0
1775208077319,user1,9.327,563.513,3,0.718,0.341,0
1775208077319,user2,38.054,527.968,7,0.251,0.782,1
1775208077319,user3,3.048,1268.569,4,0.044,0.267,0
1775208077319,user4,7.849,1959.596,2,0.741,0.01,0
1775208077319,user0,25.661,19.339,1,0.945,0.738,0
1775208077319,user1,8.943,72.056,5,0.583,0.63,0
1775208077319,user2,7.647,616.517,0,0.899,0.0,0
1775208077319,user3,14.972,205.587,8,0.884,0.381,0
1775208077319,user4,37.24,309.107,3,0.865,0.495,0
1775208077319,user0,48.646,1762.832,0,0.179,0.785,1
1775208077319,user1,46.943,823.426,10,0.864,0.462,1
1775208077319,user2,16.008,1574.749,1,0.383,0.608,0
1775208077320,user3,28.241,399.146,7,0.35,0.764,1
1775208077320,user4,52.279,445.847,10,0.193,0.666,1
1775208077320,user0,51.861,1933.778,4,0.351,0.702,1
1775208077320,user1,40.771,1687.322,5,0.939,0.323,0
1775208077320,user2,58.224,357.136,4,0.038,0.719,1
1775208077320,user3,20.741,1572.856,6,0.606,0.402,0
1775208077320,user4,23.112,1153.176,4,0.044,0.687,1
1775208077320,user0,31.195,1613.022,10,0.719,0.448,1
1775208077320,user1,40.238,728.443,1,0.949,0.484,0
1775208077320,user2,37.389,1326.775,1,0.72,0.36,0
1775208077320,user3,18.557,816.786,6,0.697,0.411,0
1775208077320,user4,11.51,1329.859,6,0.677,0.481,0
1775208077320,user0,36.931,601.9,8,0.834,0.361,0
1775208077320,user1,12.611,1571.518,9,0.655,0.393,0
1775208077320,user2,26.53,427.403,7,0.794,0.492,0
1775208077320,user3,44.158,1317.701,4,0.515,0.427,1
1775208077320,user4,20.111,1636.847,3,0.673,0.345,0
1775208077320,user0,11.948,48.851,3,0.984,0.722,0
1775208077320,user1,46.109,910.832,10,0.576,0.444,1
1775208077320,user2,23.039,799.306,2,0.656,0.301,0
1775208077320,user3,45.058,1540.092,1,0.778,0.344,0
1775208077320,user4,48.247,1391.824,7,0.05,0.65,1
1775208077320,user0,50.9,912.924,7,0.668,0.498,1
1775208077320,user1,35.727,1900.079,7,0.613,0.444,1
1775208077320,user2,30.287,1661.138,8,0.446,0.632,1
1775208077320,user3,51.69,900.14,3,0.84,0.355,0
1775208077320,user4,46.66,969.194,3,0.275,0.615,1
1775208077320,user0,17.144,543.43,5,0.893,0.316,0
1775208077320,user1,9.05,766.071,2,0.706,0.313,0
1775208077320,user2,24.456,1085.222,6,0.062,0.767,1
1775208077320,user3,23.369,1539.592,0,0.857,0.453,0
1775208077320,user4,22.823,11.792,5,0.299,0.978,1
1775208077320,user0,53.498,1671.457,8,0.748,0.409,1
1775208077320,user1,36.195,441.077,3,0.273,0.697,1
1775208077320,user2,23.331,1337.747,6,0.724,0.468,0
1775208077320,user3,55.172,1961.444,8,0.027,0.679,1
1775208077320,user4,33.864,54.204,10,0.429,1.0,1
1775208077320,user0,10.904,520.313,5,0.212,0.665,1
1775208077320,user1,45.674,758.252,6,0.252,0.616,1
1775208077320,user2,1.163,1078.838,5,0.224,0.214,0
1775208077320,user3,57.437,80.516,0,0.95,0.64,1
1775208077320,user4,1.223,304.765,2,0.474,0.223,0
1775208077320,user0,56.865,930.068,4,0.767,0.334,0
1775208077320,user1,36.435,1495.851,1,0.778,0.333,0
1775208077320,user2,18.662,1157.369,4,0.576,0.482,0
1775208077320,user3,22.518,1882.941,3,0.076,0.738,1
1775208077320,user4,37.635,203.803,4,0.85,0.42,0
1775208077320,user0,7.263,1967.689,0,0.347,0.286,0
1775208077320,user1,22.234,1011.922,5,0.013,0.684,1
1775208077320,user2,29.412,867.047,5,0.636,0.466,0
1775208077320,user3,42.439,870.974,8,0.965,0.354,0
1775208077320,user4,48.492,1076.346,7,0.465,0.765,1
1775208077320,user0,35.548,644.609,3,0.831,0.317,0
1775208077320,user1,52.898,487.727,7,0.57,0.434,1
1775208077320,user2,20.184,988.613,5,0.182,0.642,1
1775208077320,user3,47.87,680.678,9,0.701,0.355,1
1775208077320,user4,0.609,1896.125,1,0.241,0.281,0
1775208077320,user0,33.311,480.648,7,0.646,0.398,0
1775208077320,user1,47.576,186.107,3,0.404,0.649,1
1775208077320,user2,39.838,738.041,8,0.531,0.385,1
1775208077320,user3,44.756,661.583,7,0.271,0.65,1
1775208077320,user4,7.239,385.169,1,0.743,0.09,0
1775208077320,user0,41.41,383.082,7,0.276,0.718,1
1775208077320,user1,45.612,1193.581,1,0.833,0.359,0
1775208077320,user2,21.653,604.535,8,0.127,0.609,1
1775208077320,user3,3.272,584.273,2,0.638,0.051,0
1775208077320,user4,6.155,24.531,4,0.469,0.588,0
1775208077320,user0,11.062,102.753,7,0.114,0.613,1
1775208077320,user1,29.505,1154.042,10,0.054,0.63,1
1775208077320,user2,33.77,607.671,3,0.118,0.753,1
1775208077320,user3,36.379,1581.482,3,0.776,0.376,0
1775208077320,user4,54.51,594.706,9,0.99,0.361,1
1775208077320,user0,37.262,1219.262,1,0.948,0.342,0
1775208077320,user1,12.662,1320.856,2,0.24,0.71,1
1775208077320,user2,9.392,817.035,9,0.47,0.607,1
1775208077320,user3,17.286,565.437,7,0.071,0.647,1
1775208077320,user4,15.873,1582.495,9,0.661,0.487,0
1775208077320,user0,25.508,1089.125,10,0.149,0.653,1
1775208077320,user1,8.534,119.276,4,0.595,0.465,0
1775208077320,user2,55.272,878.307,7,0.689,0.44,1
1775208077320,user3,56.561,1000.944,7,0.438,0.72,1
1775208077320,user4,53.365,1469.068,9,0.25,0.618,1
1775208077320,user0,57.715,1671.917,9,0.587,0.304,1
1775208077320,user1,45.886,1642.842,9,0.04,0.751,1
1775208077320,user2,28.23,1303.019,4,0.181,0.717,1
1775208077320,user3,38.087,983.452,1,0.47,0.682,1
1775208077320,user4,19.263,209.2,2,0.33,0.739,1
1775208077320,user0,17.293,1890.387,8,0.037,0.618,1
1775208077320,user1,15.144,231.843,6,0.865,0.465,0
1775208077320,user2,0.069,1738.735,7,0.413,0.238,0
1775208077320,user3,21.707,1512.886,10,0.442,0.61,1
1775208077320,user4,16.023,262.026,4,0.438,0.74,1
1775208077320,user0,7.286,1946.294,9,0.799,0.042,0
1775208077320,user1,18.645,27.349,6,0.093,1.0,1
1775208077320,user2,54.776,922.896,1,0.648,0.331,0
1775208077320,user3,55.959,583.723,4,0.415,0.696,1
1775208077320,user4,28.333,913.573,2,0.384,0.784,1
1775208077320,user0,30.494,1758.653,1,0.276,0.758,1
1775208077320,user1,24.897,1868.497,8,0.267,0.601,1
1775208077320,user2,43.563,1674.952,9,0.999,0.398,0
1775208077320,user3,8.916,1077.161,5,0.332,0.753,1
1775208077320,user4,22.633,1865.705,3,0.981,0.348,0
1775208077320,user0,22.978,1712.026,6,0.044,0.749,1
1775208077320,user1,42.314,1622.818,6,0.988,0.458,0
1775208077320,user2,39.121,304.211,0,0.126,0.793,1
1775208077320,user3,19.92,200.729,7,0.1,0.782,1
1775208077320,user4,0.921,288.311,10,0.97,0.0,0
1775208077320,user0,46.892,530.046,9,0.693,0.43,1
1775208077320,user1,51.106,1704.683,8,0.38,0.663,1
1775208077320,user2,43.123,1518.804,8,0.036,0.614,1
1775208077320,user3,37.87,1841.858,3,0.747,0.387,0
1775208077320,user4,5.907,1267.496,1,0.444,0.339,0
1775208077320,user0,54.205,91.982,0,0.293,0.975,1
1775208077320,user1,8.734,1062.333,9,0.682,0.336,0
1775208077320,user2,10.504,1218.984,6,0.62,0.348,0
1775208077320,user3,54.77,286.235,7,0.638,0.392,1
1775208077320,user4,40.01,1797.817,7,0.901,0.436,0
1775208077320,user0,9.479,883.46,5,0.988,0.36,0
1775208077320,user1,57.722,1380.627,7,0.845,0.34,1
1775208077320,user2,23.082,966.416,3,0.381,0.672,1
1775208077320,user3,17.752,1398.558,0,0.978,0.432,0
1775208077320,user4,16.469,1131.858,10,0.778,0.495,0
1775208077320,user0,54.637,1490.344,4,0.776,0.346,0
1775208077320,user1,48.116,438.009,3,0.621,0.436,0
1775208077320,user2,43.256,1318.363,2,0.628,0.481,0
1775208077320,user3,38.78,617.866,7,0.033,0.673,1
1775208077320,user4,7.885,1819.256,5,0.747,0.0,0
1775208077320,user0,7.93,1078.816,5,0.531,0.083,0
1775208077320,user1,49.828,513.94,7,0.967,0.359,0
1775208077320,user2,52.224,1608.465,7,0.963,0.328,0
1775208077320,user3,57.99,1720.281,10,0.98,0.493,1
1775208077320,user4,48.275,731.55,6,0.014,0.707,1
1775208077320,user0,27.287,1345.657,10,0.262,0.676,1
1775208077320,user1,38.313,742.947,10,0.234,0.605,1
1775208077320,user2,53.054,1122.815,9,0.221,0.613,1
1775208077320,user3,49.431,1818.775,4,0.649,0.323,0
1775208077320,user4,2.721,74.424,7,0.116,0.547,0
1775208077320,user0,32.253,777.292,5,0.67,0.449,0
1775208077320,user1,56.758,838.254,2,0.885,0.431,0
1775208077320,user2,50.022,1231.304,4,0.033,0.674,1
1775208077320,user3,26.603,1901.11,5,0.099,0.737,1
1775208077320,user4,32.668,1955.685,5,0.061,0.655,1
1775208077320,user0,58.092,1898.022,7,0.092,0.642,1
1775208077320,user1,38.37,1942.187,0,0.787,0.349,0
1775208077320,user2,7.555,1129.156,1,0.83,0.011,0
1775208077320,user3,35.183,1626.106,3,0.329,0.63,1
1775208077320,user4,54.032,5.671,2,0.988,0.708,1
1775208077320,user0,47.911,219.853,0,0.132,0.672,1
1775208077320,user1,47.306,1177.706,0,0.174,0.61,1
1775208077320,user2,44.503,1052.171,1,0.476,0.756,1
1775208077320,user3,30.794,218.108,8,0.222,0.723,1
1775208077320,user4,43.635,1817.503,10,0.521,0.392,1
1775208077320,user0,57.842,121.651,7,0.847,0.385,1
1775208077320,user1,6.478,1424.803,7,0.073,0.216,0
1775208077320,user2,36.498,131.364,4,0.624,0.417,0
1775208077320,user3,42.729,761.809,9,0.531,0.391,1
1775208077320,user4,36.326,198.357,1,0.853,0.43,0
1775208077320,user0,46.138,1441.68,3,0.43,0.778,1
1775208077320,user1,24.829,1654.838,6,0.416,0.619,1
1775208077320,user2,25.606,1330.216,5,0.954,0.437,0
1775208077320,user3,28.456,182.45,1,0.093,0.619,1
1775208077320,user4,44.328,1623.539,8,0.06,0.791,1
1775208077320,user0,33.701,1340.027,6,0.354,0.733,1
1775208077320,user1,45.017,1736.184,0,0.968,0.42,0
1775208077320,user2,21.099,1155.837,3,0.155,0.696,1
1775208077320,user3,50.836,700.228,8,0.368,0.753,1
1775208077320,user4,34.446,1614.443,8,0.975,0.464,0
1775208077320,user0,36.814,1285.398,0,0.609,0.432,0
1775208077320,user1,41.608,57.906,4,0.703,0.662,1
1775208077320,user2,20.389,12.212,2,0.566,0.68,0
1775208077320,user3,8.512,1266.344,0,0.092,0.706,0
1775208077320,user4,22.572,907.292,2,0.37,0.744,1
1775208077320,user0,46.61,1135.187,1,0.883,0.331,0
1775208077320,user1,45.266,99.525,1,0.272,1.0,1
1775208077320,user2,29.14,884.088,4,0.216,0.702,1
1775208077320,user3,20.71,221.78,10,0.678,0.397,0
1775208077320,user4,40.028,90.835,6,0.984,0.611,1
1775208077320,user0,12.265,1890.648,2,0.764,0.358,0
1775208077320,user1,7.199,994.771,6,0.176,0.276,0
1775208077320,user2,42.22,1000.525,10,0.806,0.314,0
1775208077320,user3,51.706,84.605,0,0.46,0.916,1
1775208077320,user4,18.784,858.569,6,0.709,0.384,0
1775208077320,user0,6.91,41.713,5,0.172,0.69,1
1775208077320,user1,27.606,1379.22,5,0.088,0.769,1
1775208077320,user2,14.599,1177.743,8,0.079,0.774,1
1775208077320,user3,44.748,443.144,2,0.076,0.727,1
1775208077320,user4,31.836,387.807,5,0.351,0.792,1
1775208077320,user0,38.727,295.38,1,0.146,0.639,1
1775208077320,user1,36.144,1520.431,10,0.075,0.79,1
1775208077320,user2,37.677,927.906,9,0.76,0.39,1
1775208077320,user3,55.449,1128.984,10,0.987,0.365,1
1775208077320,user4,58.258,632.278,7,0.068,0.688,1
1775208077320,user0,18.169,549.347,0,0.352,0.615,0
1775208077320,user1,27.705,75.214,5,0.832,0.615,0
1775208077320,user2,51.855,1710.587,9,0.594,0.377,1
1775208077320,user3,34.82,1908.463,0,0.45,0.762,1
1775208077320,user4,39.11,643.054,7,0.501,0.492,1
1775208077320,user0,27.031,1621.934,5,0.982,0.317,0
1775208077320,user1,38.768,78.284,7,0.991,0.705,1
1775208077320,user2,36.588,727.796,4,0.387,0.755,1
1775208077320,user3,40.734,104.731,10,0.647,0.313,1
1775208077320,user4,5.67,1356.759,4,0.252,0.37,0
1775208077320,user0,57.865,1205.402,2,0.333,0.717,1
1775208077320,user1,8.486,699.642,10,0.698,0.378,0
1775208077320,user2,35.702,1876.004,4,0.559,0.429,0
1775208077320,user3,19.709,255.588,10,0.912,0.319,0
1775208077320,user4,40.227,1016.977,0,0.363,0.636,1
1775208077320,user0,12.852,1895.337,7,0.192,0.8,1
1775208077320,user1,9.297,591.584,1,0.508,0.408,0
1775208077320,user2,44.319,1053.063,10,0.337,0.753,1
1775208077321,user3,7.863,753.44,2,0.181,0.339,0
1775208077321,user4,37.484,1805.312,7,0.044,0.673,1
1775208077321,user0,43.175,1939.177,9,0.285,0.75,1
1775208077321,user1,26.936,1068.022,4,0.966,0.457,0
1775208077321,user2,54.238,388.032,10,0.947,0.497,1
1775208077321,user3,27.701,563.543,6,0.503,0.384,0
1775208077321,user4,9.723,399.395,9,0.138,0.65,1
1775208077321,user0,38.471,1748.234,8,0.934,0.442,0
1775208077321,user1,30.955,249.356,1,0.763,0.355,0
1775208077321,user2,54.318,294.697,6,0.092,0.782,1
1775208077321,user3,49.002,1769.26,0,0.415,0.679,1
1775208077321,user4,22.438,772.332,1,0.375,0.606,0
1775208077321,user0,55.85,1678.353,10,0.335,0.629,1
1775208077321,user1,2.298,1834.792,7,0.696,0.0,0
1775208077321,user2,42.332,897.203,0,0.906,0.304,0
1775208077321,user3,12.939,299.039,9,0.528,0.322,0
1775208077321,user4,17.286,602.302,0,0.238,0.728,1
1775208077321,user0,37.369,125.614,7,0.597,0.303,0
1775208077321,user1,30.923,483.876,2,0.291,0.6,1
1775208077321,user2,21.169,1141.327,2,0.664,0.317,0
1775208077321,user3,58.479,135.359,8,0.544,0.457,1
1775208077321,user4,30.457,40.669,7,0.044,0.977,1
1775208077321,user0,22.398,1494.633,5,0.789,0.369,0
1775208077321,user1,43.976,1256.514,9,0.735,0.367,1
1775208077321,user2,2.66,1092.027,10,0.175,0.356,0
1775208077321,user3,27.877,1390.779,10,0.182,0.627,1
1775208077321,user4,42.963,1887.21,0,0.293,0.609,1
1775208077321,user0,11.968,83.812,4,0.515,0.798,1
1775208077321,user1,32.582,506.628,10,0.191,0.671,1
1775208077321,user2,46.85,1731.597,5,0.273,0.76,1
1775208077321,user3,26.217,800.044,7,0.895,0.377,0
1775208077321,user4,58.423,992.406,7,0.367,0.759,1
1775208077321,user0,16.003,165.223,6,0.079,0.72,1
1775208077321,user1,49.34,1090.949,5,0.103,0.666,1
1775208077321,user2,17.738,891.832,6,0.167,0.689,1
1775208077321,user3,26.828,1453.629,5,0.615,0.387,0
1775208077321,user4,38.368,1582.956,0,0.075,0.728,1
1775208077321,user0,21.799,1602.192,10,0.16,0.606,1
1775208077321,user1,50.92,1356.178,7,0.035,0.613,1
1775208077321,user2,46.711,732.657,6,0.949,0.306,0
1775208077321,user3,9.206,899.845,5,0.372,0.753,1
1775208077321,user4,34.435,1058.92,6,0.314,0.656,1
1775208077321,user0,57.631,51.827,2,0.499,0.977,1
1775208077321,user1,33.7,523.553,4,0.704,0.343,0
1775208077321,user2,36.713,1387.961,7,0.2,0.627,1
1775208077321,user3,4.443,345.313,7,0.997,0.062,0
1775208077321,user4,58.054,1973.149,10,0.347,0.613,1
1775208077321,user0,32.53,1782.663,2,0.712,0.485,0
1775208077321,user1,38.262,1587.393,8,0.224,0.797,1
1775208077321,user2,47.524,473.472,7,0.026,0.711,1
1775208077321,user3,22.135,1607.323,8,0.13,0.777,1
1775208077321,user4,3.945,796.32,7,0.526,0.054,0
1775208077321,user0,49.4,147.501,5,0.642,0.39,1
1775208077321,user1,40.807,689.03,8,0.64,0.336,0
1775208077321,user2,57.976,865.237,0,0.831,0.404,0
1775208077321,user3,18.247,323.934,3,0.346,0.788,1
1775208077321,user4,53.696,1691.867,4,0.196,0.791,1
1775208077321,user0,16.467,1250.045,9,0.533,0.401,0
1775208077321,user1,10.118,1883.214,2,0.171,0.725,1
1775208077321,user2,54.12,675.239,9,0.041,0.773,1
1775208077321,user3,4.873,1897.094,9,0.265,0.242,0
1775208077321,user4,34.328,1236.217,0,0.498,0.725,1
1775208077321,user0,17.38,1913.3,7,0.245,0.761,1
1775208077321,user1,24.366,907.088,0,0.158,0.683,1
1775208077321,user2,27.867,680.385,2,0.313,0.744,1
1775208077321,user3,44.052,1721.555,6,0.131,0.674,1
1775208077321,user4,33.699,638.232,7,0.123,0.69,1
1775208077321,user0,8.453,101.211,6,0.864,0.384,0
1775208077321,user1,57.761,1804.622,5,0.934,0.444,1
1775208077321,user2,11.39,318.685,8,0.467,0.776,1
1775208077321,user3,29.842,180.098,6,0.505,0.493,1
1775208077321,user4,12.909,705.79,0,0.281,0.72,0
1775208077321,user0,50.571,1345.041,4,0.537,0.469,1
1775208077321,user1,25.856,1764.911,5,0.764,0.373,0
1775208077321,user2,24.035,1140.563,3,0.363,0.658,1
1775208077321,user3,23.181,900.709,8,0.28,0.798,1
1775208077321,user4,40.824,237.622,1,0.394,0.759,1
1775208077321,user0,20.345,1877.897,2,0.199,0.702,1
1775208077321,user1,30.005,90.607,2,0.714,0.761,1
1775208077321,user2,31.16,297.881,8,0.14,0.786,1
1775208077321,user3,19.112,785.909,9,0.739,0.36,0
1775208077321,user4,20.182,1656.579,8,0.49,0.713,1
1775208077321,user0,28.494,33.274,5,0.674,0.796,1
1775208077321,user1,35.022,1593.51,10,0.027,0.695,1
1775208077321,user2,58.024,1565.808,9,0.578,0.444,1
1775208077321,user3,35.011,341.024,10,0.721,0.455,1
1775208077321,user4,22.811,1643.323,3,0.032,0.79,1
1775208077321,user0,6.594,37.875,5,0.419,0.583,0
1775208077321,user1,12.234,1003.639,9,0.921,0.475,0
1775208077321,user2,44.15,124.563,2,0.519,0.412,0
1775208077321,user3,59.887,956.742,6,0.314,0.635,1
1775208077321,user4,54.727,684.654,5,0.676,0.474,1
1775208077321,user0,40.845,1607.305,4,0.61,0.338,0
1775208077321,user1,14.791,1116.173,3,0.941,0.496,0
1775208077321,user2,46.27,1409.802,7,0.317,0.67,1
1775208077321,user3,56.022,1590.811,4,0.288,0.715,1
1775208077321,user4,32.591,1791.521,6,0.818,0.491,0
1775208077321,user0,48.277,580.905,4,0.955,0.316,0
1775208077321,user1,55.441,1311.944,7,0.214,0.766,1
1775208077321,user2,16.268,1124.036,4,0.137,0.723,1
1775208077321,user3,35.21,484.916,10,0.905,0.345,0
1775208077321,user4,13.97,200.396,5,0.717,0.32,0
1775208077321,user0,46.246,10.363,8,0.978,0.632,1
1775208077321,user1,39.174,1761.295,7,0.477,0.64,1
1775208077321,user2,57.835,642.335,10,0.059,0.754,1
1775208077321,user3,39.138,464.44,0,0.913,0.335,0
1775208077321,user4,52.935,351.577,0,0.997,0.379,0
1775208077321,user0,29.723,1873.217,4,0.877,0.302,0
1775208077321,user1,34.078,214.601,5,0.285,0.798,1
1775208077321,user2,32.598,987.825,2,0.851,0.394,0
1775208077321,user3,11.569,225.294,2,0.731,0.43,0
1775208077321,user4,43.116,28.168,5,0.791,0.714,1
1775208077321,user0,45.437,350.99,10,0.897,0.465,1
1775208077321,user1,30.917,173.476,10,0.095,0.796,1
1775208077321,user2,28.647,1871.651,0,0.261,0.647,1
1775208077321,user3,45.225,1908.07,4,0.582,0.415,0
1775208077321,user4,15.693,719.104,3,0.062,0.624,1
